transaction_id,booking_ref,partner_id,user_id,created_at,ingest_ts,amount,currency,status,payment_method,gateway,retry_count,error_code,notes,processing_ms
TXN00011732,BKG0002320,PRT0009,,2024-12-05 04:49:50,2024-12-05 04:54:10,1947.55,ARS,CONFIRMED,debit_card,cielo,2,E002,,9834
TXN00011733,BKG0012856,PRT0020,286beb77-5b71-46a2-ab53-fec67cae6fbb,2025-02-03 07:13:26,2025-02-03 07:14:18,541.04,ARS,confirmed,,pagseguro,1,E001,ok,13764
TXN00011734,,PRT0008,4f586135-3d57-4524-b5f4-ec81e68f8cee,2025-03-23 05:54:15,2025-03-23 05:55:01,1748.44,CLP,cancelled,boleto,,0,,ok,1403
TXN00011735,BKG0007513,PRT0019,1d2ed9a5-7131-495f-8739-abd59339088c,2024-10-16 21:56:03,2024-10-16 21:58:58,1284.78,BRL,CONFIRMED,,,2,E001,retry,12378
TXN00011736,BKG0004931,PRT0001,deec221d-97a2-49c7-a85e-6dcf4a026076,2024-11-22 04:57:35,2024-11-22 04:59:38,1993.11,USD,Confirmed,boleto,adyen,1,E003,manual_review,3810
TXN00011737,BKG0006640,PRT0002,f9eeaed4-8b15-45bb-af1f-57e857258ddc,2024-12-17 16:39:06,2024-12-17 16:41:15,1633.98,BRL,failed,debit_card,,1,,,7310
TXN00011738,BKG0010541,PRT0009,4780d599-f54c-4055-afa7-e62e5f4d4a9a,2024-12-04 16:42:17,2024-12-04 16:47:10,1506.77,CLP,confirmed,,,,E002,ok,4908
TXN00011739,BKG0006969,PRT0015,8a765d98-3838-4a2f-9e6b-4b80ca594925,2025-01-06 17:53:16,2025-01-06 17:53:35,1846.94,CLP,Confirmed,debit_card,cielo,2,TIMEOUT,,11145
TXN00011740,BKG0002192,PRT0004,8268443f-5bfe-4258-9a2f-cd6d7d6cf83e,2025-03-28 16:15:46,2025-03-28 16:19:35,1299.61,ARS,completed,boleto,pagseguro,3,E003,ok,4639
TXN00011741,BKG0015155,PRT0017,a8bff47e-48d5-4e37-a686-38b2976db42f,2024-12-25 13:45:02,2024-12-25 13:46:04,199.44,USD,confirmed,debit_card,stripe,1,,manual_review,14579
TXN00011742,BKG0011383,PRT0012,01dabd1c-eb0c-4834-9867-aa0e845bcb8e,2025-03-16 15:51:58,2025-03-16 15:55:10,1813.15,CLP,cancelled,boleto,pagseguro,0,E002,,554
TXN00011743,BKG0015069,PRT0014,7996d5df-8f96-4213-b4cb-9c9882c26841,2024-12-22 16:57:31,2024-12-22 17:00:26,453.32,ARS,confirmed,boleto,adyen,0,E002,retry,7486
TXN00011744,,PRT0001,5272df71-07fa-423c-aef0-745185920019,2025-02-06 16:34:49,2025-02-06 16:36:36,1057.63,CLP,failed,debit_card,adyen,2,,retry,1691
TXN00011745,BKG0015656,PRT0018,f4444c65-2128-4100-91e8-ac7539c4cd61,2025-03-21 06:18:27,2025-03-21 06:20:40,753.16,CLP,CONFIRMED,credit_card,pagseguro,2,E002,,944
TXN00011746,BKG0010078,PRT0015,767cbacc-fe73-4fdb-ba94-44ab2aa057b4,2024-12-10 11:21:32,2024-12-10 11:24:59,437.59,ARS,pending,pix,stripe,3,,,12060
TXN00011747,BKG0003522,PRT0012,5eb9bec8-0dde-4082-9694-f2388f83e343,2025-01-18 00:18:49,2025-01-18 00:19:41,166.87,BRL,completed,credit_card,adyen,3,,,11343
TXN00011748,BKG0014546,PRT0015,ab5bbe15-2334-4aed-87e7-430fbbb39f09,2024-12-08 03:50:09,2024-12-08 03:53:41,273.42,CLP,CONFIRMED,pix,,0,,ok,13113
TXN00011749,BKG0016677,PRT0007,d7fe0402-f744-4549-9884-26bee729e00b,2024-12-31 21:20:18,2024-12-31 21:22:18,673.16,CLP,failed,,stripe,0,TIMEOUT,manual_review,12708
TXN00011750,BKG0014855,PRT0007,6d0afb95-8f6b-4e08-92dd-f8168866058e,2024-12-15 21:07:55,2024-12-15 21:10:45,1933.5,USD,failed,,cielo,2,E002,ok,7280
TXN00011751,BKG0002108,PRT0011,f654c8e8-6836-4d09-81d3-08fdc792148c,2025-03-02 19:46:35,2025-03-02 19:47:01,239.41,USD,CONFIRMED,credit_card,adyen,0,E002,retry,10980
TXN00011752,BKG0003227,PRT0010,,2024-10-28 22:49:12,2024-10-28 22:52:08,1379.03,BRL,failed,,pagseguro,2,E002,manual_review,8452
TXN00011753,BKG0003937,PRT0001,,2025-03-21 13:52:37,2025-03-21 13:57:16,1664.3,ARS,failed,pix,adyen,3,E003,ok,3461
TXN00011754,BKG0003339,PRT0016,6a7912db-791d-4e71-8305-db4b7d19c64b,2025-02-01 15:07:20,2025-02-01 15:09:56,1833.58,BRL,Confirmed,pix,pagseguro,1,E001,manual_review,6473
TXN00011755,BKG0017228,PRT0013,988ef96b-f4ed-47ef-93bf-2fb750526230,2024-11-06 11:05:04,2024-11-06 11:06:57,1042.81,BRL,confirmed,debit_card,adyen,0,E003,manual_review,11463
TXN00011756,BKG0003809,PRT0009,11f5d9fa-1198-41b5-a0b9-5a6147582b87,2025-03-21 14:42:41,2025-03-24 11:42:41,414.38,BRL,completed,debit_card,adyen,2,E003,,4962
TXN00011757,BKG0017030,PRT0007,07bc263a-4ab6-4f28-83b6-21edbfb56f5f,2024-11-25 21:50:45,2024-11-25 21:52:05,593.04,USD,CONFIRMED,,cielo,3,,ok,1748
TXN00011758,BKG0006863,PRT0001,f360917b-8739-447d-bcf3-3078d2d998b6,2025-01-17 21:11:53,2025-01-17 21:15:53,1949.44,CLP,CONFIRMED,boleto,pagseguro,4,,retry,11024
TXN00011759,BKG0000765,PRT0007,,2025-02-24 16:31:56,2025-02-24 16:34:09,391.73,BRL,cancelled,pix,pagseguro,3,E002,,11901
TXN00011760,BKG0001441,PRT0004,a5c52376-930b-4e53-a5b3-a0f8b6b38681,2024-12-30 19:44:23,2024-12-30 19:46:36,948.98,BRL,completed,boleto,stripe,1,E001,ok,
TXN00011761,BKG0009519,PRT0004,5af1ac6f-95b3-4605-a22f-fc102463b0e7,2024-10-17 14:18:01,2024-10-17 14:21:34,1859.44,CLP,Confirmed,debit_card,,3,E001,,14044
TXN00011762,BKG0004076,PRT0010,984f19f7-41ee-4532-9950-aa5be9ad712a,2024-11-25 09:23:19,2024-11-25 09:25:20,1636.31,ARS,confirmed,pix,cielo,3,E001,,9156
TXN00011763,BKG0007951,PRT0017,06b8b582-364c-4dfa-8494-643552f40dfa,2025-02-20 23:43:25,2025-02-20 23:45:59,821.99,ARS,failed,boleto,adyen,4,E003,,9281
TXN00011764,BKG0008712,PRT0005,f5a3dcf9-69a3-4280-bcea-63a3fdcb2117,2025-03-07 16:19:41,2025-03-07 16:20:05,235.19,USD,cancelled,credit_card,cielo,1,,retry,8175
TXN00011765,BKG0008589,PRT0015,c29b0146-9f1f-4cbb-bdc1-b4f0f6bce07f,2024-10-27 01:14:10,2024-10-27 01:14:23,1359.94,BRL,CONFIRMED,pix,,1,,,
TXN00011766,BKG0001976,PRT0003,3b71abbf-8648-4c1c-aa8b-774ffb77e2ef,2025-02-17 23:33:31,2025-02-17 23:37:49,1856.9,USD,Confirmed,pix,pagseguro,,E003,ok,11315
TXN00011767,BKG0005620,PRT0007,483c710d-ddcd-458a-8683-2ca1d98122f4,2024-12-10 21:47:23,2024-12-10 21:50:53,1305.35,CLP,completed,credit_card,stripe,0,E001,retry,3767
TXN00011768,BKG0000905,PRT0003,b147408a-5c04-43e7-aca2-8c399a1c33b9,2025-01-16 07:40:44,2025-01-16 07:44:26,124.41,BRL,completed,credit_card,pagseguro,2,,,5594
TXN00011769,BKG0006211,PRT0001,70b811f7-5642-4384-b620-81d983f6a347,2025-01-12 14:30:22,2025-01-12 14:34:28,1657.35,ARS,cancelled,pix,cielo,4,TIMEOUT,,7224
TXN00011770,,PRT0012,3dc85bee-76ec-4ecb-b230-8fc9318c1e01,2024-10-05 00:37:57,2024-10-05 00:39:20,1667.42,CLP,completed,credit_card,pagseguro,,TIMEOUT,,2706
TXN00011771,BKG0002560,PRT0014,0f6f5515-255a-4f41-8443-ebc45ff91c8d,2024-12-07 23:25:32,2024-12-07 23:30:27,723.99,CLP,CONFIRMED,credit_card,adyen,0,TIMEOUT,,5692
TXN00011772,BKG0010605,PRT0007,5c67aadc-a00f-4883-96c3-893dfae825af,2025-01-08 05:54:34,2025-01-08 05:55:26,1667.56,BRL,failed,debit_card,pagseguro,0,E002,retry,1520
TXN00011773,BKG0010451,PRT0004,1bf47da6-2a62-4f82-8627-62682e1ccfda,2025-01-30 15:23:33,2025-01-30 15:28:10,248.22,ARS,Confirmed,debit_card,pagseguro,,TIMEOUT,,7668
TXN00011774,BKG0008155,PRT0002,97b0fa84-1a2c-460b-a0b9-ee1424bd8031,2025-03-07 22:29:33,2025-03-07 22:32:37,1533.07,BRL,Confirmed,debit_card,pagseguro,0,,manual_review,827
TXN00011775,BKG0006953,PRT0017,e7d3dde2-0709-470e-ace2-d2e6cb5790c5,2025-02-06 18:44:02,2025-02-06 18:46:14,1906.04,ARS,failed,credit_card,,3,TIMEOUT,manual_review,10120
TXN00011776,BKG0006016,PRT0018,da6dfb1f-05c9-4611-8853-a8c5e9ba992c,2025-01-28 12:35:27,2025-01-28 12:40:17,1109.33,ARS,pending,,adyen,,TIMEOUT,,8392
TXN00011777,BKG0007368,PRT0006,,2024-12-08 05:36:51,2024-12-08 05:40:34,155.59,ARS,pending,,stripe,0,,retry,14674
TXN00011778,BKG0004730,PRT0014,30d66ee2-c6fd-4cdc-98b6-ccb55b58c83a,2024-10-17 04:57:14,2024-10-17 05:01:17,1808.54,ARS,Confirmed,credit_card,,4,TIMEOUT,,13670
TXN00011779,BKG0001026,PRT0018,33754c09-b9a9-4b92-a43b-b888340b075c,2025-01-06 05:49:27,2025-01-06 05:53:00,232.14,BRL,confirmed,debit_card,stripe,2,,,3751
TXN00011780,BKG0016890,PRT0001,7fd2371f-6458-4dad-b6dc-74b9ee5936e1,2024-12-13 06:50:03,2024-12-13 06:53:30,1750.54,USD,failed,debit_card,cielo,2,E002,retry,10843
TXN00011781,BKG0007039,PRT0012,d7c13786-38b4-4cc6-bb92-f792d436f69f,2024-11-12 03:28:44,2024-11-12 03:29:47,1221.38,ARS,CONFIRMED,pix,stripe,3,,,11932
TXN00011782,BKG0010829,PRT0019,2bd146ad-697d-483c-b874-941fbd79906f,2025-03-23 10:27:17,2025-03-23 10:30:04,1008.41,USD,pending,credit_card,cielo,1,E001,manual_review,9322
TXN00011783,BKG0002467,PRT0015,d2e19844-6ad1-491e-ba52-367cccd9c222,2025-02-17 04:08:40,2025-02-17 04:12:21,1766.89,BRL,CONFIRMED,boleto,adyen,1,E001,ok,2616
TXN00011784,BKG0003166,PRT0007,5789d177-aaaf-4fe5-997d-2fe0195f0f8c,2025-03-01 10:39:46,2025-03-01 10:44:44,1052.59,BRL,completed,debit_card,adyen,1,,ok,12617
TXN00011785,BKG0013124,PRT0007,86a812b4-b704-4062-a1ba-5ade6d386c9e,2024-11-15 03:28:25,2024-11-15 03:29:33,1946.38,ARS,confirmed,credit_card,,1,E003,retry,8559
TXN00011786,BKG0009889,PRT0010,7a3419b0-53fc-4284-8dc0-908c200f769a,2024-11-19 11:32:16,2024-11-19 11:34:39,154.15,USD,confirmed,credit_card,adyen,0,,,1869
TXN00011787,BKG0002465,PRT0020,b4adebe7-7621-40d9-9b70-f6887b4c5b1b,2025-03-15 13:00:01,2025-03-15 13:02:31,1309.44,USD,pending,boleto,adyen,0,E003,ok,2239
TXN00011788,BKG0015391,PRT0001,,2024-12-19 16:27:14,2024-12-19 16:27:35,174.44,USD,CONFIRMED,debit_card,pagseguro,4,,retry,225
TXN00011789,BKG0004658,PRT0015,6a4b0fed-e116-4521-98da-47aefd87c197,2024-10-02 08:19:33,2024-10-02 08:20:33,385.16,USD,completed,boleto,,3,E003,ok,11654
TXN00011790,BKG0004847,PRT0011,,2024-11-08 13:46:22,2024-11-08 13:48:50,824.96,BRL,cancelled,credit_card,,4,,,11657
TXN00011791,BKG0002857,PRT0002,355c4c1c-9b3e-4380-9c3a-a8924be5d406,2024-12-15 08:50:06,2024-12-15 08:54:03,1449.16,CLP,confirmed,boleto,,4,E002,,7627
TXN00011792,BKG0008719,PRT0004,f7c3046b-14f6-4581-bc49-bb0d97db5e2d,2025-03-16 19:50:40,2025-03-16 19:54:47,-309.8,BRL,failed,,stripe,2,,,7450
TXN00011793,BKG0001662,PRT0013,e35409cd-d541-48a0-88aa-f7dc0c6793b8,2024-11-27 12:33:03,2024-11-27 12:34:19,1677.55,BRL,failed,pix,adyen,1,E002,,12760
TXN00011794,BKG0013949,PRT0010,797b88ba-db36-4368-aeaf-b065efd01073,2025-01-02 17:10:49,2025-01-02 17:11:22,543.5,USD,pending,credit_card,adyen,4,,retry,192
TXN00011795,BKG0015671,PRT0014,debb37ca-de79-441a-9f91-fd2f9f6893f6,2024-10-29 22:35:22,2024-11-04 14:35:22,1049.43,CLP,CONFIRMED,debit_card,,2,E002,ok,9201
TXN00011796,BKG0012305,PRT0006,f3c7b876-c324-4c10-a12d-6c37e4468a73,2025-03-28 01:33:01,2025-03-28 01:38:01,1735.17,ARS,cancelled,,pagseguro,0,E001,,10939
TXN00011797,BKG0014940,PRT0018,90705262-a48e-4fef-88ab-ef7ac133b5bb,2025-02-14 22:35:09,2025-02-14 22:38:14,332.72,USD,completed,pix,pagseguro,1,,manual_review,2374
TXN00011798,BKG0012341,PRT0018,db168174-a54c-42cd-9806-8962f4b83b69,2025-02-24 17:14:03,2025-02-24 17:16:41,824.54,CLP,cancelled,credit_card,cielo,1,E002,,1416
TXN00011799,BKG0015217,PRT0012,4435f044-08fe-4127-b1ee-b503f847efb9,2024-11-21 19:28:17,2024-11-21 19:29:52,1192.6,USD,completed,credit_card,pagseguro,,,ok,1679
TXN00011800,BKG0005906,PRT0017,9c385c54-2d5c-4cf3-ab75-f94bd609e012,2024-12-19 14:38:25,2024-12-19 14:42:01,563.3,ARS,CONFIRMED,boleto,,4,E002,,2468
TXN00011801,BKG0016585,PRT0019,b5a82206-e697-4f56-aaec-8f24d9d14122,2024-11-05 05:59:07,2024-11-05 06:03:06,578.21,ARS,Confirmed,boleto,stripe,2,E003,retry,4208
TXN00011802,BKG0011529,PRT0020,31cb1c1a-f2e9-4dd7-a799-c8618a80c28a,2025-01-04 11:29:21,2025-01-04 11:29:49,827.23,BRL,cancelled,pix,stripe,0,,ok,11001
TXN00011803,BKG0011531,PRT0016,77c0354a-d820-4b30-9006-e95cdf01321e,2024-12-08 08:37:39,2024-12-08 08:39:13,1392.81,ARS,completed,pix,,4,,ok,8949
TXN00011804,BKG0012714,PRT0004,d66dd2b5-decb-44c2-847d-b3fea2983550,2025-02-08 23:21:40,2025-02-08 23:23:43,1999.96,ARS,pending,pix,cielo,1,TIMEOUT,,9998
TXN00011805,BKG0007036,PRT0018,07a96ca6-a9e1-4f85-99f2-38faad2b69ed,2025-03-01 10:47:38,2025-03-01 10:49:48,773.07,USD,completed,boleto,cielo,2,TIMEOUT,ok,8253
TXN00011806,BKG0001335,PRT0008,d301aa7d-d862-4545-9b45-e8250afe9c13,2024-10-25 12:46:29,2024-10-25 12:48:55,1721.88,USD,confirmed,debit_card,,4,E003,,6337
TXN00011807,BKG0013808,PRT0001,171e535c-eca9-4585-994a-e0adfea1722f,2024-11-20 01:58:38,2024-11-20 02:02:52,1009.44,ARS,completed,debit_card,stripe,2,,ok,7861
TXN00011808,BKG0000522,PRT0015,721fddb3-80b9-46e9-b8e5-dc73d68b094f,2024-10-14 08:04:14,2024-10-14 08:05:30,1667.52,USD,pending,credit_card,,2,,,14071
TXN00011809,BKG0002152,PRT0014,69dc8c82-95da-4144-a4c0-6487672b31e3,2025-01-23 10:53:51,2025-01-23 10:57:20,1344.15,USD,Confirmed,boleto,pagseguro,0,,retry,5814
TXN00011810,BKG0002404,PRT0006,ad7b9ff3-b7ca-44a3-a061-d87682a0f613,2024-12-21 17:38:16,2024-12-21 17:41:03,773.63,CLP,completed,credit_card,stripe,1,E003,manual_review,14355
TXN00011811,BKG0010098,PRT0003,d505dd59-44bc-44f3-9cf1-b941c0dd0a5f,2024-10-25 23:25:54,2024-10-25 23:27:27,504.48,USD,cancelled,credit_card,stripe,2,,,2031
TXN00011812,BKG0010608,PRT0002,26404cbe-61ef-474b-9c71-f8d69f0d23f2,2024-11-14 21:27:44,2024-11-14 21:30:57,694.22,BRL,cancelled,boleto,pagseguro,3,,ok,10163
TXN00011813,BKG0006667,PRT0008,,2024-11-06 07:23:16,2024-11-06 07:24:30,1522.17,USD,Confirmed,,,4,E001,,947
TXN00011814,BKG0015066,PRT0010,cfe07f0d-01eb-443f-a4f8-2b0ee49b9657,2025-03-15 13:33:07,2025-03-15 13:34:58,1244.7,BRL,Confirmed,debit_card,pagseguro,1,E003,retry,2385
TXN00011815,BKG0004371,PRT0008,7d1d6ac6-cdac-488f-939f-1c056eab9c4f,2024-12-09 02:26:19,2024-12-09 02:29:10,1330.62,CLP,Confirmed,,pagseguro,4,E002,ok,1283
TXN00011816,BKG0011551,PRT0015,4f40a3f5-3993-45c8-820e-18843f086886,2025-01-14 13:46:53,2025-01-14 13:49:43,1027.27,USD,cancelled,,,0,E003,,6035
TXN00011817,BKG0015345,PRT0001,278626e8-0558-46ae-931e-97b2fa59a532,2025-03-25 16:15:00,2025-03-25 16:18:22,107.62,BRL,CONFIRMED,boleto,,2,E003,,8566
TXN00011818,BKG0011380,PRT0005,396c3d8d-fed9-42b1-b3be-ba0c73a77a5e,2025-02-06 20:42:39,2025-02-06 20:43:14,148.01,USD,Confirmed,credit_card,,4,,,10732
TXN00011819,BKG0008567,PRT0009,92fd5479-d72f-4b09-a89a-d236204220df,2025-03-18 09:55:19,2025-03-18 09:58:48,102.67,ARS,pending,debit_card,pagseguro,1,,,9185
TXN00011820,BKG0000007,PRT0012,ed9a6452-1aa3-439b-8b0c-c92704f99048,2025-02-28 07:16:35,2025-02-28 07:17:06,1081.99,USD,completed,pix,cielo,2,E003,manual_review,14731
TXN00011821,BKG0001561,PRT0002,6233ca4a-4b26-4259-8c93-628f1787fc78,2025-01-10 00:59:33,2025-01-10 01:03:35,882.5,USD,confirmed,pix,,4,,manual_review,5068
TXN00011822,BKG0012050,PRT0013,2d7bcf40-5e0a-4c4d-954c-894b267b5e9d,2024-12-02 13:42:45,2024-12-02 13:43:03,215.33,ARS,cancelled,,pagseguro,1,,retry,
TXN00011823,BKG0012882,PRT0006,f014fcf5-2f38-46c6-9f56-f1881153a064,2025-02-18 00:27:14,2025-02-18 00:27:17,1344.09,USD,cancelled,debit_card,cielo,4,,ok,
TXN00011824,BKG0015955,PRT0009,c3a32038-2b30-4783-9beb-5f75f64e79f6,2025-03-10 06:26:20,2025-03-10 06:30:39,1187.65,BRL,Confirmed,boleto,cielo,2,E001,manual_review,5208
TXN00011825,BKG0013318,PRT0001,,2024-12-21 01:04:40,2024-12-21 01:08:33,933.63,USD,Confirmed,debit_card,cielo,2,,retry,3833
TXN00011826,,PRT0005,06112bb0-3840-4004-917f-eb75a48adb08,2025-03-20 18:53:56,2025-03-20 18:55:56,337.86,CLP,pending,credit_card,cielo,0,TIMEOUT,ok,12048
TXN00011827,BKG0009407,PRT0017,66074121-eb11-4f34-8ea3-e5931ce06370,2024-12-07 22:27:02,2024-12-07 22:31:22,1386.54,CLP,confirmed,debit_card,pagseguro,2,,,13403
TXN00011828,BKG0001071,PRT0012,556dd319-bd6f-4b36-91e7-7050cbfa43fb,2024-10-22 16:23:06,2024-10-22 16:27:23,1102.93,USD,confirmed,boleto,cielo,0,,retry,7397
TXN00011829,BKG0004563,PRT0010,0dec2375-89ec-45fa-acf7-5e14fe081db6,2025-02-04 20:43:35,2025-02-04 20:45:31,1561.09,BRL,cancelled,debit_card,,4,E003,,11256
TXN00011830,BKG0008445,PRT0017,f50aa2d2-7d3b-4d6f-93a2-547ffe1a10c1,2025-03-07 22:07:06,2025-03-07 22:10:27,290.13,ARS,Confirmed,,adyen,3,E001,,2031
TXN00011831,BKG0012321,PRT0010,a8ae98bd-5790-482e-a9ba-7b5bf77e6a08,2024-10-12 23:10:48,2024-10-12 23:13:35,1208.63,ARS,confirmed,pix,,4,,retry,11347
TXN00011832,BKG0012051,PRT0007,232d1f04-8588-457d-99ff-0a904c3dc651,2025-01-24 04:55:29,2025-01-24 04:57:12,657.49,CLP,confirmed,debit_card,pagseguro,3,E003,ok,11215
TXN00011833,BKG0014936,PRT0001,202a5b05-ab3c-4369-ac01-ec2e34ff5101,2025-01-30 07:40:57,2025-01-30 07:44:52,1019.86,ARS,Confirmed,,stripe,,E003,retry,4588
TXN00011834,BKG0001283,PRT0004,2dc3868e-8efe-42cc-a13a-b49c475c4579,2024-11-29 11:02:42,2024-11-29 11:03:02,156.71,BRL,CONFIRMED,debit_card,adyen,2,,,13221
TXN00011835,BKG0002121,PRT0020,dddee9d4-bb6a-42f6-937a-8d800711cc55,2024-12-01 06:39:16,2024-12-01 06:40:02,345.69,BRL,confirmed,credit_card,stripe,3,E002,,2518
TXN00011836,BKG0004424,PRT0009,f75e4b4b-1905-4866-a98a-435454770609,2025-02-12 10:37:36,2025-02-12 10:41:10,1636.56,CLP,cancelled,boleto,pagseguro,1,TIMEOUT,,290
TXN00011837,,PRT0008,da70132e-9f95-4c95-badf-94abbbe73d03,2024-12-06 16:51:18,2024-12-06 16:54:13,578.32,USD,CONFIRMED,boleto,stripe,1,E002,,4069
TXN00011838,BKG0000123,PRT0008,dbb96042-2954-410c-8c61-cdb1daeb016f,2025-01-26 13:48:18,2025-01-26 13:52:52,202.46,ARS,CONFIRMED,boleto,,2,E002,retry,2246
TXN00011839,BKG0010545,PRT0002,f4806382-23b2-40f3-a923-884cb95e894d,2025-01-29 08:35:43,2025-01-29 08:37:40,1088.66,BRL,cancelled,debit_card,stripe,3,E001,retry,4516
TXN00011840,BKG0012390,PRT0004,85feddb2-ba32-4f7a-95c6-8ad709cc584e,2024-12-21 16:03:47,2024-12-21 16:05:53,522.35,USD,Confirmed,boleto,cielo,1,,,6735
TXN00011841,BKG0013765,PRT0007,762a871d-b55d-4906-a60c-270c82bffef2,2025-01-29 01:30:33,2025-01-29 01:35:16,1608.51,BRL,CONFIRMED,credit_card,cielo,4,,retry,4738
TXN00011842,BKG0008387,PRT0014,1f573ac5-4dc1-4c48-bf1d-aeae7c2e4b1a,2025-02-18 09:11:35,2025-02-18 09:15:06,72774.56,USD,CONFIRMED,debit_card,pagseguro,1,,retry,8613
TXN00011843,BKG0013111,PRT0011,25842194-811a-41ba-ae8d-426590fea7ec,2024-11-27 19:40:23,2024-11-27 19:41:46,1736.63,CLP,confirmed,pix,,3,E003,retry,7911
TXN00011844,BKG0006532,PRT0007,7ff1e176-25b8-4bd7-979d-a250dcd73f59,2025-01-13 15:42:54,2025-01-13 15:43:44,1057.9,ARS,failed,debit_card,cielo,,E002,retry,10265
TXN00011845,BKG0007701,PRT0001,a90b19e7-de09-41eb-a847-a788dd023083,2024-12-26 02:02:31,2024-12-26 02:02:45,564.0,USD,failed,debit_card,pagseguro,1,E003,ok,2778
TXN00011846,BKG0013808,PRT0002,,2024-10-05 02:42:14,2024-10-05 02:42:53,1674.25,USD,Confirmed,debit_card,adyen,1,E002,,14763
TXN00011847,BKG0002473,PRT0010,957e6fff-12bf-4c36-840c-0c03d19bd048,2024-11-14 07:33:36,2024-11-14 07:37:52,903.66,CLP,CONFIRMED,,adyen,2,,,2809
TXN00011848,BKG0003603,PRT0012,6b4c261b-35e9-4389-b5ee-a3dc7e5376b3,2024-10-30 04:24:56,2024-10-30 04:27:06,220.97,BRL,pending,debit_card,,0,E002,manual_review,8476
TXN00011849,BKG0007738,PRT0019,730d6111-b309-46fb-91a7-12a2fe9d972f,2025-03-20 21:32:10,2025-03-20 21:34:27,1075.7,USD,completed,boleto,,4,E003,ok,7633
TXN00011850,BKG0005635,PRT0016,2fd71768-7b5c-4b45-9933-0e00954ba37e,2024-12-13 15:55:26,2024-12-13 16:00:11,1873.67,ARS,Confirmed,boleto,stripe,2,TIMEOUT,,7389
TXN00011851,BKG0004268,PRT0005,,2025-02-04 14:16:33,2025-02-04 14:21:29,1220.25,CLP,Confirmed,debit_card,,,,retry,5472
TXN00011852,BKG0001526,PRT0015,78e0a2e0-f146-4c7a-bc76-18ffc72ac3c8,2025-01-25 15:08:01,2025-01-25 15:12:16,1588.09,CLP,CONFIRMED,credit_card,,1,,manual_review,12767
TXN00011853,BKG0016426,PRT0006,61755602-0ad4-40fb-9812-ed7f354542db,2025-02-25 08:16:15,2025-02-28 20:16:15,512.51,CLP,completed,boleto,cielo,1,E002,retry,12493
TXN00011854,BKG0016401,PRT0012,082162fa-74ea-4697-bc57-7be75b9c58cb,2025-02-23 12:07:06,2025-02-23 12:08:42,358.72,USD,CONFIRMED,pix,adyen,3,TIMEOUT,ok,13490
TXN00011855,BKG0011500,PRT0013,5e4c3c0f-da2c-425f-885c-bc0ff1fa1a5e,2025-02-26 14:42:32,2025-02-26 14:45:31,1291.49,BRL,failed,boleto,cielo,3,E001,manual_review,1697
TXN00011856,BKG0006593,PRT0020,fae4aa8c-df9d-476e-b9c2-65f8189105e7,2025-02-07 04:19:59,2025-02-07 04:24:11,186.73,BRL,CONFIRMED,,pagseguro,0,,ok,4686
TXN00011857,BKG0003385,PRT0019,35756019-3820-4ed6-a0c5-eaec01c6905f,2024-12-26 18:59:06,2024-12-26 19:02:24,1957.43,BRL,cancelled,,cielo,2,,manual_review,4583
TXN00011858,BKG0001323,PRT0012,,2024-11-08 11:58:45,2024-11-08 12:00:38,1387.94,CLP,CONFIRMED,boleto,stripe,,E001,ok,11328
TXN00011859,BKG0012738,PRT0008,,2025-01-08 22:53:50,2025-01-08 22:56:20,507.88,BRL,completed,pix,adyen,4,TIMEOUT,retry,3682
TXN00011860,BKG0004318,PRT0019,71814eb9-b57b-4d4c-95cc-1f7bcf75ccab,2024-11-19 12:56:08,2024-11-19 12:57:56,1745.38,BRL,completed,boleto,,3,,,11035
TXN00011861,BKG0007405,PRT0017,84e5790b-b8a8-470f-a211-fcf2df313f25,2024-12-06 02:16:10,2024-12-06 02:19:57,930.53,ARS,CONFIRMED,credit_card,stripe,0,E001,,8499
TXN00011862,BKG0013629,PRT0017,6a9d90d1-d23d-45e3-969b-6b73c8601500,2024-11-27 07:14:08,2024-11-27 07:17:25,1521.72,USD,Confirmed,boleto,,4,TIMEOUT,,11824
TXN00011863,BKG0009729,PRT0016,56138eba-e917-4c65-bab3-280be12622c7,2025-01-06 00:10:00,2025-01-06 00:13:40,440.23,CLP,pending,debit_card,adyen,,TIMEOUT,,9191
TXN00011864,BKG0006360,PRT0010,279b7cec-9a37-4f02-8b7a-07fde72cf1d5,2025-01-11 20:38:50,2025-01-11 20:42:58,-394.19,USD,completed,pix,cielo,1,,manual_review,6925
TXN00011865,BKG0004768,PRT0013,307f56ed-98c7-4c79-a57d-c5f6067173be,2025-02-14 10:42:49,2025-02-14 10:44:50,1493.22,ARS,completed,,,4,TIMEOUT,manual_review,10892
TXN00011866,BKG0004755,PRT0009,457e4479-940f-4606-affc-b6c393e24f92,2024-10-20 06:09:03,2024-10-20 06:10:20,1428.56,USD,pending,pix,stripe,1,E002,ok,6114
TXN00011867,BKG0017673,PRT0017,60e3883e-485b-4af4-9dc0-971f677024ff,2024-10-10 11:28:13,2024-10-10 11:28:19,912.34,CLP,completed,,cielo,0,,ok,13011
TXN00011868,BKG0001111,PRT0013,41546862-6a4f-4e3c-a507-1e9f61648b0e,2024-12-03 21:05:06,2024-12-03 21:08:00,685.92,CLP,completed,pix,stripe,1,TIMEOUT,manual_review,3086
